Age,Gender,Marital Status,Income,home_ownership,length_of_employment,purpose_of_loan,loan_grade,loan_amount,interest_rate,loan_status,loan_percent_income,History_of_Default,Length_of_Default_History,Debt-to-Income Ratio,Length_of_employment in years
36,0,2,34000,RENT,2,PERSONAL USE,C,6000,14,0,0.18,N,16,0.176470588,0.166666667
38,0,0,48996,MORTGAGE,6,EDUCATION,A,5000,7,0,0.1,N,12,0.102049147,0.5
38,0,3,49000,MORTGAGE,10,DEBT CONSOLIDATION,B,7250,12,0,0.15,N,11,0.147959184,0.833333333
36,0,3,49000,OWN,4.778936496,PERSONAL USE,D,4200,16,0,0.09,Y,13,0.085714286,0.398244708
39,1,1,36000,RENT,2,MEDICAL PURPOSES,A,6000,8,0,0.17,N,14,0.166666667,0.166666667
50,0,3,36000,RENT,13,MEDICAL PURPOSES,B,6000,11.04695559,0,0.17,N,11,0.166666667,1.083333333
45,0,4,36000,RENT,2,EDUCATION,C,6000,11.04695559,0,0.17,N,12,0.166666667,0.166666667
44,0,1,49200,MORTGAGE,2,BUSINESS USE,D,3600,16,0,0.07,Y,14,0.073170732,0.166666667
38,1,1,36400,RENT,1,PERSONAL USE,C,6000,13,0,0.16,Y,17,0.164835165,0.083333333
36,0,3,37008,RENT,8,BUSINESS USE,C,6000,15,0,0.16,Y,14,0.162127108,0.666666667
37,1,2,38000,RENT,4,PERSONAL USE,D,6000,15,0,0.16,Y,16,0.157894737,0.333333333
44,1,3,49510,MORTGAGE,5,HOME RENOVATIONS,B,4000,11,0,0.08,N,14,0.080791759,0.416666667
43,1,2,49578,MORTGAGE,11,PERSONAL USE,C,16000,13,0,0.32,Y,13,0.322723789,0.916666667
36,1,3,38160,RENT,3,EDUCATION,C,6000,13,0,0.16,N,17,0.157232704,0.25
40,0,3,32400,RENT,4.778936496,HOME RENOVATIONS,A,6000,8,1,0.19,N,15,0.185185185,0.398244708
42,1,1,33564,RENT,5,PERSONAL USE,D,6000,16,1,0.18,N,15,0.17876296,0.416666667
38,0,1,49853,MORTGAGE,19,EDUCATION,D,12000,13,0,0.24,Y,11,0.240707681,1.583333333
44,0,4,39684,RENT,4,PERSONAL USE,B,6000,11.04695559,0,0.15,N,15,0.151194436,0.333333333
36,1,3,49896,MORTGAGE,8,BUSINESS USE,A,2800,11.04695559,0,0.06,N,17,0.056116723,0.666666667
36,1,1,49901,MORTGAGE,13,HOME RENOVATIONS,C,8400,14,0,0.17,Y,12,0.1683333,1.083333333
39,0,0,40000,RENT,5,PERSONAL USE,D,6000,15,0,0.15,N,16,0.15,0.416666667
36,1,4,50000,MORTGAGE,7,PERSONAL USE,A,5000,8,0,0.1,N,16,0.1,0.583333333
38,0,1,41280,RENT,3,DEBT CONSOLIDATION,C,6000,14,0,0.15,Y,17,0.145348837,0.25
44,1,1,43200,RENT,4.778936496,MEDICAL PURPOSES,A,6000,5,0,0.14,N,11,0.138888889,0.398244708
42,1,2,44000,RENT,0,DEBT CONSOLIDATION,A,6000,10,0,0.14,N,14,0.136363636,0
39,1,4,44500,RENT,5,MEDICAL PURPOSES,A,6000,8,0,0.13,N,17,0.134831461,0.416666667
37,1,3,45000,RENT,11,PERSONAL USE,B,6000,11.04695559,0,0.13,N,16,0.133333333,0.916666667
38,1,3,45000,RENT,6,EDUCATION,B,6000,12,0,0.13,N,12,0.133333333,0.5
36,0,1,45000,RENT,14,DEBT CONSOLIDATION,B,6000,10,0,0.13,N,12,0.133333333,1.166666667
37,1,3,45000,RENT,0,EDUCATION,C,6000,13,0,0.13,N,17,0.133333333,0
36,1,1,50000,MORTGAGE,8,DEBT CONSOLIDATION,A,10000,6,0,0.2,N,13,0.2,0.666666667
37,0,2,46000,RENT,4,EDUCATION,B,6000,11,0,0.13,N,13,0.130434783,0.333333333
37,1,0,50000,MORTGAGE,15,BUSINESS USE,A,8400,6,0,0.17,N,11,0.168,1.25
37,0,4,50000,MORTGAGE,0,PERSONAL USE,A,3200,8,0,0.06,N,17,0.064,0
39,0,2,46500,RENT,13,PERSONAL USE,A,6000,7,0,0.13,N,11,0.129032258,1.083333333
38,0,3,48000,RENT,7,MEDICAL PURPOSES,B,6000,11.04695559,0,0.13,N,17,0.125,0.583333333
43,1,2,48000,RENT,1,PERSONAL USE,B,6000,11,0,0.13,N,13,0.125,0.083333333
39,1,0,42000,RENT,2,PERSONAL USE,F,6000,18,1,0.14,N,12,0.142857143,0.166666667
40,0,3,48000,RENT,1,BUSINESS USE,B,6000,10,0,0.13,N,13,0.125,0.083333333
44,1,0,50000,MORTGAGE,8,DEBT CONSOLIDATION,B,6000,12,0,0.12,N,17,0.12,0.666666667
36,0,3,44000,RENT,2,HOME RENOVATIONS,E,6000,11.04695559,1,0.14,N,12,0.136363636,0.166666667
37,0,4,50000,MORTGAGE,4,EDUCATION,A,2325,7,0,0.05,N,17,0.0465,0.333333333
41,0,4,50000,RENT,0,PERSONAL USE,B,6000,9,0,0.12,N,17,0.12,0
40,1,0,44000,RENT,0,PERSONAL USE,A,6000,11.04695559,1,0.14,N,12,0.136363636,0
37,1,4,44000,RENT,0,BUSINESS USE,E,6000,17,1,0.14,Y,17,0.136363636,0
41,1,3,50000,RENT,0,MEDICAL PURPOSES,B,6000,11,0,0.12,N,11,0.12,0
38,0,4,50004,RENT,2,HOME RENOVATIONS,C,6000,14,0,0.12,Y,11,0.119990401,0.166666667
43,1,3,50000,MORTGAGE,12,HOME RENOVATIONS,B,5000,10,0,0.1,N,16,0.1,1
47,1,4,52000,RENT,3,PERSONAL USE,B,6000,11,0,0.12,N,16,0.115384615,0.25
36,0,1,52000,RENT,0,EDUCATION,B,6000,10,0,0.12,N,12,0.115384615,0
43,1,2,50000,MORTGAGE,2,DEBT CONSOLIDATION,B,5000,10,0,0.1,N,16,0.1,0.166666667
38,1,2,50000,MORTGAGE,8,PERSONAL USE,B,10000,11.04695559,0,0.2,N,15,0.2,0.666666667
45,1,0,54981,RENT,2,MEDICAL PURPOSES,A,6000,11.04695559,0,0.11,N,17,0.109128608,0.166666667
39,0,1,55000,RENT,2,EDUCATION,C,6000,13,0,0.11,N,13,0.109090909,0.166666667
47,0,2,50000,MORTGAGE,3,EDUCATION,C,4000,11.04695559,0,0.08,Y,12,0.08,0.25
48,1,2,49000,RENT,2,EDUCATION,D,6000,14,1,0.12,Y,11,0.12244898,0.166666667
43,1,3,50000,OWN,3,MEDICAL PURPOSES,C,5000,13,0,0.1,Y,12,0.1,0.25
43,1,1,50000,MORTGAGE,11,MEDICAL PURPOSES,A,11500,11.04695559,0,0.23,N,12,0.23,0.916666667
40,1,4,55182,RENT,0,BUSINESS USE,A,6000,7,0,0.11,N,13,0.108731108,0
44,1,2,44000,MORTGAGE,2,BUSINESS USE,C,5000,12,1,0.11,Y,12,0.113636364,0.166666667
37,1,4,50000,MORTGAGE,0,EDUCATION,A,20000,6,0,0.4,N,12,0.4,0
43,0,1,57000,RENT,3,EDUCATION,B,6000,11,0,0.11,N,13,0.105263158,0.25
42,0,3,57996,RENT,26,BUSINESS USE,A,6000,9,0,0.1,N,12,0.103455411,2.166666667
48,0,3,59000,RENT,2,EDUCATION,A,6000,6,0,0.1,N,12,0.101694915,0.166666667
39,1,2,60000,RENT,2,DEBT CONSOLIDATION,C,6000,15,0,0.1,N,14,0.1,0.166666667
38,1,4,60000,RENT,0,HOME RENOVATIONS,C,6000,14,0,0.1,Y,15,0.1,0
42,0,4,50000,MORTGAGE,5,EDUCATION,B,7000,11.04695559,0,0.14,N,12,0.14,0.416666667
38,0,3,50000,MORTGAGE,4,BUSINESS USE,B,10000,12,0,0.2,N,11,0.2,0.333333333
37,1,4,50000,MORTGAGE,6,MEDICAL PURPOSES,B,16000,11.04695559,0,0.32,N,12,0.32,0.5
41,1,2,50000,MORTGAGE,24,DEBT CONSOLIDATION,A,5000,7,0,0.1,N,12,0.1,2
36,1,3,31000,RENT,3,BUSINESS USE,A,7100,9,0,0.23,N,12,0.229032258,0.25
36,1,0,50000,MORTGAGE,2,MEDICAL PURPOSES,C,16000,13,0,0.32,N,15,0.32,0.166666667
36,1,3,50000,MORTGAGE,13,PERSONAL USE,C,12250,13,0,0.24,N,12,0.245,1.083333333
37,1,2,24000,RENT,4,MEDICAL PURPOSES,A,7000,7,0,0.29,N,14,0.291666667,0.333333333
40,0,1,50000,MORTGAGE,5,HOME RENOVATIONS,D,6000,15,0,0.12,Y,16,0.12,0.416666667
46,0,4,65000,RENT,1,EDUCATION,B,6000,13,0,0.09,N,13,0.092307692,0.083333333
40,0,2,50000,MORTGAGE,1,EDUCATION,B,12000,11.04695559,0,0.24,N,15,0.24,0.083333333
49,0,2,50000,MORTGAGE,8,PERSONAL USE,C,15850,14,0,0.32,N,17,0.317,0.666666667
38,0,2,50000,MORTGAGE,6,PERSONAL USE,D,3000,15,0,0.06,N,12,0.06,0.5
48,1,2,66000,RENT,6,BUSINESS USE,B,6000,12,0,0.09,N,11,0.090909091,0.5
42,1,1,66500,RENT,8,BUSINESS USE,B,6000,10,0,0.09,N,15,0.090225564,0.666666667
44,0,0,50000,OWN,6,BUSINESS USE,C,8500,11.04695559,0,0.17,N,15,0.17,0.5
38,0,3,50000,MORTGAGE,5,DEBT CONSOLIDATION,A,3000,11.04695559,0,0.06,N,17,0.06,0.416666667
36,0,1,50000,OWN,1,HOME RENOVATIONS,B,15200,12,0,0.3,N,15,0.304,0.083333333
39,0,3,50000,MORTGAGE,1,EDUCATION,A,8000,8,0,0.16,N,14,0.16,0.083333333
47,0,0,70000,RENT,3,HOME RENOVATIONS,A,6000,8,0,0.09,N,12,0.085714286,0.25
44,1,3,70000,RENT,15,DEBT CONSOLIDATION,A,6000,6,0,0.09,N,16,0.085714286,1.25
36,1,2,70000,RENT,4,BUSINESS USE,A,6000,7,0,0.09,N,15,0.085714286,0.333333333
39,1,3,70000,RENT,1,HOME RENOVATIONS,A,6000,9,0,0.09,N,12,0.085714286,0.083333333
40,0,0,71599,RENT,0,EDUCATION,A,6000,10,0,0.08,N,17,0.083800053,0
49,1,3,50000,MORTGAGE,4,DEBT CONSOLIDATION,A,10000,9,0,0.2,N,15,0.2,0.333333333
43,1,3,72000,RENT,5,MEDICAL PURPOSES,B,6000,12,0,0.08,N,17,0.083333333,0.416666667
50,1,2,56100,RENT,3,MEDICAL PURPOSES,D,6000,16,1,0.09,Y,14,0.106951872,0.25
43,0,3,72600,RENT,2,PERSONAL USE,A,6000,11.04695559,0,0.08,N,15,0.082644628,0.166666667
36,0,3,44000,MORTGAGE,9,DEBT CONSOLIDATION,D,9400,13,1,0.21,N,15,0.213636364,0.75
37,1,0,74568,RENT,0,BUSINESS USE,C,6000,14,0,0.08,N,17,0.08046347,0
36,1,0,44004,MORTGAGE,1,MEDICAL PURPOSES,B,1800,10,1,0.04,N,13,0.040905372,0.083333333
39,1,1,60520,RENT,6,MEDICAL PURPOSES,D,6000,15,1,0.08,Y,15,0.09914078,0.5
38,1,2,78000,RENT,2,MEDICAL PURPOSES,A,6000,7,0,0.08,N,15,0.076923077,0.166666667
41,0,3,78000,RENT,3,HOME RENOVATIONS,B,6000,10,0,0.08,N,11,0.076923077,0.25
37,0,3,79000,RENT,2,DEBT CONSOLIDATION,B,6000,10,0,0.08,N,16,0.075949367,0.166666667
47,1,3,50004,MORTGAGE,22,BUSINESS USE,A,8000,11.04695559,0,0.16,N,15,0.159987201,1.833333333
46,0,3,50004,MORTGAGE,5,PERSONAL USE,A,3000,9,0,0.06,N,13,0.0599952,0.416666667
38,1,3,80000,RENT,17,PERSONAL USE,B,6000,12,0,0.07,N,12,0.075,1.416666667
40,0,0,80000,RENT,0,MEDICAL PURPOSES,A,6000,9,0,0.07,N,11,0.075,0
36,0,0,80000,RENT,7,HOME RENOVATIONS,C,6000,13,0,0.07,N,16,0.075,0.583333333
48,1,2,50016,OTHER,1,MEDICAL PURPOSES,B,10400,12,0,0.21,N,11,0.207933461,0.083333333
39,0,2,86000,RENT,19,HOME RENOVATIONS,D,6000,15,0,0.07,Y,13,0.069767442,1.583333333
37,1,4,86000,RENT,0,PERSONAL USE,A,6000,7,0,0.07,N,17,0.069767442,0
36,0,2,50400,MORTGAGE,7,HOME RENOVATIONS,A,12700,7,0,0.25,N,13,0.251984127,0.583333333
46,0,2,105000,RENT,4,EDUCATION,A,6000,7,0,0.06,N,16,0.057142857,0.333333333
42,1,1,110000,RENT,5,MEDICAL PURPOSES,A,6000,9,0,0.05,N,14,0.054545455,0.416666667
42,0,2,160000,RENT,6,BUSINESS USE,B,6000,11,0,0.04,N,17,0.0375,0.5
41,0,3,50780,MORTGAGE,14,PERSONAL USE,B,6000,11,0,0.12,N,17,0.118156755,1.166666667
42,0,2,51000,OWN,6,BUSINESS USE,B,18000,10,0,0.35,N,13,0.352941176,0.5
42,1,3,51000,MORTGAGE,5,DEBT CONSOLIDATION,A,20000,8,0,0.39,N,14,0.392156863,0.416666667
36,0,2,25000,RENT,2,PERSONAL USE,B,6200,10,1,0.25,N,14,0.248,0.166666667
40,1,4,44000,RENT,9,MEDICAL PURPOSES,A,6200,5,0,0.14,N,17,0.140909091,0.75
43,0,2,33500,RENT,4,PERSONAL USE,C,6225,15,0,0.19,N,17,0.185820896,0.333333333
45,1,1,51000,MORTGAGE,2,MEDICAL PURPOSES,A,7000,8,0,0.14,N,12,0.137254902,0.166666667
37,1,4,55000,RENT,3,HOME RENOVATIONS,E,7000,16,0,0.13,Y,13,0.127272727,0.25
41,0,1,51000,MORTGAGE,10,HOME RENOVATIONS,A,14500,9,0,0.28,N,11,0.284313725,0.833333333
36,0,0,51000,MORTGAGE,2,BUSINESS USE,B,1000,12,0,0.02,N,12,0.019607843,0.166666667
37,1,2,51000,MORTGAGE,3,DEBT CONSOLIDATION,C,12800,13,0,0.25,N,12,0.250980392,0.25
44,0,2,57600,RENT,12,PERSONAL USE,A,7000,7,0,0.12,N,11,0.121527778,1
48,1,2,57996,RENT,2,HOME RENOVATIONS,C,7000,14,0,0.12,Y,12,0.120697979,0.166666667
36,1,2,51000,MORTGAGE,4,HOME RENOVATIONS,B,4775,11,0,0.09,N,14,0.093627451,0.333333333
39,1,4,51000,OWN,12,EDUCATION,C,12000,11,0,0.24,N,17,0.235294118,1
36,0,2,52000,RENT,2,DEBT CONSOLIDATION,C,7000,14,1,0.13,N,11,0.134615385,0.166666667
45,1,3,54000,RENT,3,EDUCATION,C,7000,11.04695559,1,0.13,N,16,0.12962963,0.25
36,1,1,60000,RENT,3,HOME RENOVATIONS,A,7000,8,0,0.12,N,12,0.116666667,0.25
42,1,0,55392,RENT,17,DEBT CONSOLIDATION,D,7000,16,1,0.13,Y,15,0.126372039,1.416666667
50,0,3,51500,OWN,7,BUSINESS USE,A,10875,7,0,0.21,N,14,0.211165049,0.583333333
38,0,2,62000,RENT,5,EDUCATION,B,7000,11,0,0.11,N,14,0.112903226,0.416666667
46,0,4,51600,MORTGAGE,16,PERSONAL USE,A,10000,8,0,0.19,N,17,0.19379845,1.333333333
38,1,1,65000,RENT,2,BUSINESS USE,A,7000,8,0,0.11,N,11,0.107692308,0.166666667
36,1,2,51996,OWN,7,HOME RENOVATIONS,B,8500,11,0,0.16,N,16,0.163474113,0.583333333
40,1,3,68000,RENT,12,HOME RENOVATIONS,A,7000,8,0,0.1,N,11,0.102941176,1
39,1,1,73882,RENT,17,MEDICAL PURPOSES,B,7000,10,0,0.09,N,13,0.094745676,1.416666667
36,0,3,51996,MORTGAGE,8,MEDICAL PURPOSES,B,7500,11,0,0.14,N,15,0.144241865,0.666666667
37,1,1,52000,MORTGAGE,1,BUSINESS USE,A,15000,11.04695559,0,0.29,N,14,0.288461538,0.083333333
36,1,1,75000,RENT,12,MEDICAL PURPOSES,A,7000,7,0,0.09,N,17,0.093333333,1
36,1,2,46000,MORTGAGE,6,PERSONAL USE,C,5350,15,1,0.12,N,12,0.116304348,0.5
36,1,4,52000,MORTGAGE,20,BUSINESS USE,A,8325,11.04695559,0,0.16,N,17,0.160096154,1.666666667
38,0,3,52000,MORTGAGE,13,DEBT CONSOLIDATION,B,5000,11,0,0.1,N,15,0.096153846,1.083333333
42,1,3,97600,RENT,0,EDUCATION,A,7000,9,0,0.07,N,13,0.071721311,0
47,0,4,52000,MORTGAGE,4,MEDICAL PURPOSES,A,12000,7,0,0.23,N,16,0.230769231,0.333333333
37,0,1,52000,MORTGAGE,3,DEBT CONSOLIDATION,B,6000,9,0,0.12,N,16,0.115384615,0.25
43,1,3,175436,RENT,1,HOME RENOVATIONS,A,7000,6,0,0.04,N,12,0.039900591,0.083333333
37,1,0,14400,RENT,2,PERSONAL USE,A,6950,8,1,0.48,N,13,0.482638889,0.166666667
38,1,3,52000,OWN,3,PERSONAL USE,D,8000,15,0,0.15,N,13,0.153846154,0.25
36,0,0,52000,MORTGAGE,8,DEBT CONSOLIDATION,B,2275,12,0,0.04,N,12,0.04375,0.666666667
40,1,1,52000,MORTGAGE,7,DEBT CONSOLIDATION,B,15250,12,0,0.29,N,12,0.293269231,0.583333333
36,0,0,52000,MORTGAGE,2,HOME RENOVATIONS,A,8000,8,0,0.15,N,14,0.153846154,0.166666667
37,1,1,21600,RENT,4,MEDICAL PURPOSES,A,6500,8,0,0.3,N,12,0.300925926,0.333333333
38,0,3,52000,MORTGAGE,3,DEBT CONSOLIDATION,A,15250,8,0,0.29,N,15,0.293269231,0.25
36,0,1,24000,RENT,3,MEDICAL PURPOSES,A,6500,7,0,0.27,N,13,0.270833333,0.25
41,0,2,28800,RENT,2,MEDICAL PURPOSES,B,6500,13,0,0.23,N,15,0.225694444,0.166666667
37,0,4,30000,RENT,6,MEDICAL PURPOSES,B,6500,10,0,0.22,N,11,0.216666667,0.5
41,1,1,30600,RENT,0,DEBT CONSOLIDATION,B,6500,11,0,0.21,N,12,0.212418301,0
47,1,1,31400,RENT,1,BUSINESS USE,A,6500,9,0,0.21,N,16,0.207006369,0.083333333
45,0,0,52000,MORTGAGE,11,EDUCATION,A,14000,11.04695559,0,0.27,N,16,0.269230769,0.916666667
44,0,4,52000,MORTGAGE,2,BUSINESS USE,A,6000,9,0,0.12,N,11,0.115384615,0.166666667
36,1,1,52000,OWN,8,BUSINESS USE,A,3000,10,0,0.06,N,15,0.057692308,0.666666667
41,0,3,52000,MORTGAGE,25,DEBT CONSOLIDATION,A,1500,8,0,0.03,N,14,0.028846154,2.083333333
47,1,0,52000,OWN,2,BUSINESS USE,B,5000,10,0,0.1,N,12,0.096153846,0.166666667
39,1,3,42000,RENT,4,MEDICAL PURPOSES,C,6500,14,0,0.15,Y,14,0.154761905,0.333333333
37,1,1,52188,MORTGAGE,14,HOME RENOVATIONS,A,10000,6,0,0.19,N,17,0.191614931,1.166666667
40,0,4,52200,MORTGAGE,3,PERSONAL USE,D,4000,11.04695559,0,0.08,N,15,0.076628352,0.25
36,0,2,50000,RENT,5,EDUCATION,A,6500,11.04695559,0,0.13,N,15,0.13,0.416666667
42,0,0,52400,MORTGAGE,14,HOME RENOVATIONS,B,21000,10,0,0.4,N,13,0.400763359,1.166666667
39,0,1,52000,RENT,5,PERSONAL USE,B,6500,11.04695559,0,0.13,N,12,0.125,0.416666667
39,1,2,53000,RENT,15,EDUCATION,A,6500,7,0,0.12,N,17,0.122641509,1.25
38,0,2,55000,RENT,0,EDUCATION,C,6500,11,0,0.12,Y,12,0.118181818,0
40,1,3,60000,RENT,0,DEBT CONSOLIDATION,B,6500,11,0,0.11,N,13,0.108333333,0
36,1,2,52660,MORTGAGE,2,HOME RENOVATIONS,C,15000,13,0,0.28,Y,13,0.284846183,0.166666667
40,1,2,75000,RENT,3,EDUCATION,A,6500,8,0,0.09,N,15,0.086666667,0.25
36,0,1,46800,MORTGAGE,20,MEDICAL PURPOSES,A,2800,8,1,0.06,N,12,0.05982906,1.666666667
46,1,4,52800,MORTGAGE,1,MEDICAL PURPOSES,A,2800,7,0,0.05,N,14,0.053030303,0.083333333
37,1,3,26240,RENT,0,BUSINESS USE,B,6600,11,0,0.25,N,15,0.25152439,0
41,1,3,53000,MORTGAGE,20,BUSINESS USE,C,11000,11.04695559,0,0.21,Y,14,0.20754717,1.666666667
40,0,1,52479,RENT,17,PERSONAL USE,D,6600,15,1,0.13,N,13,0.125764592,1.416666667
37,1,1,89532,RENT,9,MEDICAL PURPOSES,B,6600,13,0,0.07,N,12,0.07371666,0.75
45,0,2,19368,RENT,0,HOME RENOVATIONS,D,6700,13,1,0.35,Y,15,0.345931433,0
36,0,1,53000,MORTGAGE,0,DEBT CONSOLIDATION,C,2200,14,0,0.04,Y,17,0.041509434,0
37,0,3,29000,RENT,4.778936496,PERSONAL USE,B,6725,9,0,0.23,N,16,0.231896552,0.398244708
39,1,1,50760,RENT,4,EDUCATION,E,6725,16,0,0.13,N,11,0.13248621,0.333333333
37,1,3,37500,RENT,0,PERSONAL USE,A,6750,7,0,0.18,N,16,0.18,0
40,1,1,53000,MORTGAGE,2,MEDICAL PURPOSES,B,3000,11,0,0.06,N,17,0.056603774,0.166666667
36,0,2,47000,MORTGAGE,4,MEDICAL PURPOSES,D,4900,14,1,0.1,N,11,0.104255319,0.333333333
42,1,4,21120,RENT,12,BUSINESS USE,B,6400,11,0,0.3,N,14,0.303030303,1
37,0,0,53532,MORTGAGE,12,DEBT CONSOLIDATION,A,4000,5,0,0.07,N,11,0.074721662,1
38,0,1,53712,MORTGAGE,7,BUSINESS USE,C,4000,13,0,0.07,Y,12,0.074471254,0.583333333
39,1,1,31200,RENT,2,PERSONAL USE,B,6400,11,0,0.21,N,15,0.205128205,0.166666667
47,1,2,53808,MORTGAGE,4,BUSINESS USE,B,15000,12,0,0.28,N,17,0.278768956,0.333333333
43,1,4,32000,RENT,0,BUSINESS USE,A,6400,7,0,0.2,N,16,0.2,0
43,0,3,35000,RENT,4.778936496,PERSONAL USE,A,6400,9,0,0.18,N,14,0.182857143,0.398244708
39,1,1,54000,MORTGAGE,23,HOME RENOVATIONS,B,9000,12,0,0.17,N,12,0.166666667,1.916666667
40,1,4,54000,MORTGAGE,3,HOME RENOVATIONS,C,6000,13,0,0.11,N,11,0.111111111,0.25
37,0,2,51000,RENT,11,BUSINESS USE,D,6400,17,0,0.13,Y,13,0.125490196,0.916666667
48,0,1,54000,MORTGAGE,1,HOME RENOVATIONS,A,2000,6,0,0.04,N,16,0.037037037,0.083333333
37,0,3,60000,RENT,1,PERSONAL USE,B,6400,10,0,0.11,N,12,0.106666667,0.083333333
39,0,1,76644,RENT,2,BUSINESS USE,A,6400,11.04695559,0,0.08,N,15,0.083502949,0.166666667
43,0,4,80000,RENT,5,HOME RENOVATIONS,B,6400,12,0,0.08,N,11,0.08,0.416666667
44,0,1,80000,RENT,6,PERSONAL USE,C,6400,13,0,0.08,N,11,0.08,0.5
40,0,4,54000,MORTGAGE,19,PERSONAL USE,A,5000,5,0,0.09,N,13,0.092592593,1.583333333
41,1,2,54000,MORTGAGE,2,DEBT CONSOLIDATION,A,6000,6,0,0.11,N,14,0.111111111,0.166666667
36,0,1,112455,RENT,3,DEBT CONSOLIDATION,B,6400,10,0,0.06,N,16,0.056911654,0.25
38,1,4,48000,MORTGAGE,23,MEDICAL PURPOSES,D,9000,15,1,0.19,Y,15,0.1875,1.916666667
39,1,3,54000,MORTGAGE,17,PERSONAL USE,B,25000,11,0,0.46,N,16,0.462962963,1.416666667
37,1,4,54000,MORTGAGE,10,HOME RENOVATIONS,D,8000,11.04695559,0,0.15,Y,15,0.148148148,0.833333333
40,0,3,25000,RENT,0,BUSINESS USE,C,7000,11.04695559,0,0.28,N,15,0.28,0
36,1,4,54000,MORTGAGE,5,MEDICAL PURPOSES,A,5000,11.04695559,0,0.09,N,16,0.092592593,0.416666667
36,1,1,48000,MORTGAGE,3,EDUCATION,C,1500,14,1,0.03,Y,13,0.03125,0.25
47,0,1,54000,MORTGAGE,1,DEBT CONSOLIDATION,B,4000,12,0,0.07,N,11,0.074074074,0.083333333
46,0,2,54196,MORTGAGE,17,BUSINESS USE,B,4500,11,0,0.08,N,14,0.083031958,1.416666667
37,1,1,48257,MORTGAGE,21,MEDICAL PURPOSES,D,7000,15,1,0.15,Y,17,0.145056676,1.75
41,0,4,54500,MORTGAGE,0,EDUCATION,A,7700,7,0,0.14,N,17,0.141284404,0
36,0,2,54500,MORTGAGE,6,BUSINESS USE,A,20500,7,0,0.38,N,17,0.376146789,0.5
39,0,2,32400,RENT,3,MEDICAL PURPOSES,B,7000,11.04695559,0,0.22,N,16,0.216049383,0.25
37,1,1,54538,MORTGAGE,21,BUSINESS USE,B,20000,11.04695559,0,0.37,N,15,0.366716785,1.75
37,0,3,54996,MORTGAGE,5,HOME RENOVATIONS,A,7000,7,0,0.13,N,13,0.127281984,0.416666667
39,0,3,54996,OWN,6,BUSINESS USE,A,5500,8,0,0.1,N,11,0.100007273,0.5
47,0,0,54996,MORTGAGE,7,MEDICAL PURPOSES,B,9000,10,0,0.16,N,16,0.163648265,0.583333333
41,0,3,37200,RENT,4,PERSONAL USE,A,7000,9,0,0.19,N,16,0.188172043,0.333333333
39,0,3,37800,RENT,5,DEBT CONSOLIDATION,B,7000,11,0,0.19,N,11,0.185185185,0.416666667
42,0,1,55000,MORTGAGE,1,BUSINESS USE,B,16500,13,0,0.3,N,11,0.3,0.083333333
46,0,1,55000,MORTGAGE,3,MEDICAL PURPOSES,B,5000,10,0,0.09,N,14,0.090909091,0.25
37,1,3,35000,RENT,0,DEBT CONSOLIDATION,D,7000,17,1,0.2,N,17,0.2,0
43,0,3,55000,MORTGAGE,14,BUSINESS USE,A,10000,6,0,0.18,N,17,0.181818182,1.166666667
45,1,3,49000,OWN,5,MEDICAL PURPOSES,E,24250,19,1,0.49,Y,11,0.494897959,0.416666667
36,0,2,41000,RENT,1,PERSONAL USE,A,7000,10,0,0.17,N,14,0.170731707,0.083333333
38,1,3,55000,OWN,5,HOME RENOVATIONS,A,15600,8,0,0.28,N,15,0.283636364,0.416666667
36,1,1,55000,MORTGAGE,13,EDUCATION,A,3000,11.04695559,0,0.05,N,14,0.054545455,1.083333333
36,1,4,42000,RENT,2,BUSINESS USE,A,7000,7,0,0.17,N,16,0.166666667,0.166666667
43,1,3,42000,RENT,4,EDUCATION,D,7000,15,0,0.17,Y,16,0.166666667,0.333333333
40,1,3,55000,MORTGAGE,6,EDUCATION,A,12000,7,0,0.22,N,15,0.218181818,0.5
39,0,2,55000,MORTGAGE,8,PERSONAL USE,A,10000,5,0,0.18,N,16,0.181818182,0.666666667
41,0,3,43000,RENT,0,BUSINESS USE,A,7000,7,0,0.16,N,13,0.162790698,0
40,0,4,38000,RENT,4,DEBT CONSOLIDATION,D,7000,16,1,0.18,N,16,0.184210526,0.333333333
36,0,0,44000,RENT,4,EDUCATION,A,7000,8,0,0.16,N,11,0.159090909,0.333333333
38,1,0,55000,MORTGAGE,16,PERSONAL USE,A,6000,5,0,0.11,N,14,0.109090909,1.333333333
36,1,2,45000,RENT,16,MEDICAL PURPOSES,B,7000,10,0,0.16,N,12,0.155555556,1.333333333
43,1,1,45000,RENT,2,EDUCATION,C,7000,13,0,0.16,N,14,0.155555556,0.166666667
37,0,1,45000,RENT,1,DEBT CONSOLIDATION,A,7000,7,0,0.16,N,15,0.155555556,0.083333333
43,1,1,45000,RENT,5,EDUCATION,A,7000,5,0,0.16,N,12,0.155555556,0.416666667
41,0,4,55000,MORTGAGE,17,PERSONAL USE,A,9000,6,0,0.16,N,17,0.163636364,1.416666667
38,0,4,47000,RENT,4,PERSONAL USE,C,7000,13,0,0.15,Y,13,0.14893617,0.333333333
37,0,1,55000,OWN,2,BUSINESS USE,B,24375,10,0,0.44,N,13,0.443181818,0.166666667
46,1,1,55000,MORTGAGE,3,BUSINESS USE,B,15000,10,0,0.27,N,11,0.272727273,0.25
